"","y","DisputedAccountsExcluded","PublicRecordsCount","InstallmentBalance","RealEstateBalance","RevolvingBalance","PastDueAmount","MonthlyPayment","RealEstatePayment","RevolvingAvailablePercent","TotalInquiries","InquiriesDuringLast6Months","TotalTradeItems","PaidAccounts","SatisfactoryAccounts","NowDelinquentDerog","PctNegTradesNow","PctNegTradesWas","PctNegTradesTotal","WasDelinquentDerog","OldesttradeopenYearsAgo","DelinquenciesOver30Days","DelinquenciesOver60Days","DelinquenciesOver90Days","DerogCounter","SocialCount","AddressCount","SSN.years.ago","FICO2.SCORE","VantageScore3.SCORE","TIB","SSN.Missing","FICO700","FS1","FS2","FS3","FS4","FS9","FS10","FS11","FS12","FS13","FS16","FS17","FS19","FS20","FS27","BusinessRecordTimeOldest","BusinessRecordTimeNewest","BusinessActivity03Month","BusinessActivity06Month","BusinessActivity12Month","BusinessAddrCount","FirmAgeEstablished","FirmEmployeeCount","FirmReportedSales","FirmReportedEarnings","OrgLocationCount","OrgRelatedCount","OrgLegalEntityCount","OrgAddrLegalEntityCount","SOSTimeIncorporation","SOSTimeAgentChange","SOSEverDefunct","SOSStateCount","BankruptcyCount","BankruptcyCount12Month","BankruptcyCount24Month","BankruptcyTimeNewest","LienCount","LienCount12Month","LienCount24Month","LienTimeNewest","LienTimeOldest","LienDollarTotal","JudgmentCount","JudgmentCount12Month","JudgmentCount24Month","JudgmentTimeNewest","JudgmentTimeOldest","JudgmentDollarTotal","LienJudgmentDollarTotal","AssetPropertyCount","AssetPropertyStateCount","AssetPropertyLotSizeTotal","AssetPropertyAssessedTotal","AssetPropertySqFootageTotal","AssetAircraftCount","AssetWatercraftCount","UCCCount","UCCTimeNewest","UCCTimeOldest","InquiryHighRisk12Month","InquiryHighRisk03Month","InquiryCredit12Month","InquiryCredit03Month","Inquiry12Month","Inquiry03Month","InquiryConsumerAddress","InquiryConsumerPhone","InquiryConsumerAddressSSN","BusExecLinkPropertyOverlapCount","BusExecLinkBusAddrAuthRepOwned","BusExecLinkUtilityOverlapCount","BusExecLinkInquiryOverlapCount","BusExecLinkPropertyOverlapCount2","BusExecLinkBusAddrAuthRep2Owned","BusExecLinkUtilityOverlapCount2","BusExecLinkInquiryOverlapCount2","BusExecLinkPropertyOverlapCount3","BusExecLinkUtilityOverlapCount3","BusExecLinkInquiryOverlapCount3","InputAddrConsumerCount","InputAddrSourceCount","InputAddrLotSize","InputAddrAssessedTotal","InputAddrSqFootage","InputPhoneEntityCount","AssociateCount","AssociateHighCrimeAddrCount","AssociateFelonyCount","AssociateCountWithFelony","AssociateBankruptCount","AssociateCountWithBankruptcy","AssociateBankrupt1YearCount","AssociateLienCount","AssociateCountWithLien","AssociateJudgmentCount","AssociateCountWithJudgment","AssociateHighRiskAddrCount","AssociateWatchlistCount","AssociateBusinessCount","AssociateCityCount","AssociateCountyCount","InputCheckAuthRepPhone","InputCheckAuthRep2FirstName","InputCheckAuthRep2LastName","InputCheckAuthRep2Addr","InputCheckAuthRep2City","InputCheckAuthRep2State","InputCheckAuthRep2SSN","InputCheckAuthRep2Phone","VerificationBusInputName","VerificationBusInputAddr","VerificationBusInputPhone","VerificationBusInputFEIN","BusinessRecordUpdated12Month","FirmIRSRetirementPlan","FirmNonProfit","OrgParentCompany","OrgSingleLocation","SOSForeignStateFlag","BankruptcyChapter","LienType","JudgmentType","GovernmentDebarred","BusExecLinkAuthRepNameOnFile","BusExecLinkAuthRepAddrOnFile","BusExecLinkAuthRepSSNOnFile","BusExecLinkAuthRepPhoneOnFile","BusExecLinkBusNameAuthRepFirst","BusExecLinkBusNameAuthRepLast","BusExecLinkBusNameAuthRepFull","BusExecLinkAuthRepSSNBusFEIN","BusExecLinkAuthRepAddrBusAddr","BusExecLinkAuthRepPhoneBusPhone","BusExecLinkAuthRep2NameOnFile","BusExecLinkAuthRep2AddrOnFile","BusExecLinkAuthRep2PhoneOnFile","BusExecLinkAuthRep2SSNOnFile","BusExecLinkBusNameAuthRep2First","BusExecLinkBusNameAuthRep2Last","BusExecLinkBusNameAuthRep2Full","BusExecLinkAuthRep2SSNBusFEIN","BusExecLinkAuthRep2AddrBusAddr","BusExecLinkAuthRep2PhoneBusPhone","BusFEINPersonOverlap","BusFEINPersonAddrOverlap","BusFEINPersonPhoneOverlap","BusAddrPersonNameOverlap","InputAddrType","InputAddrBusinessOwned","InputPhoneProblems","InputPhoneMobile","IP224_SCORE","IP224_SCOREind","IP224Missing","HRD_SSN2","SSNAddressVariance","SecurityStatementPresent"
"3968",0,0,0,86106,354530,52937,0,12717,2573,26,8,1,24,16,20,0,0,0.166666667,0.166666667,4,11,5,1,0,0,1,7,9,681,664,2.164383562,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,53,1,1,1,1,1,-1,-1,-1,-1,6,1,1,1,53,10,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,5,2,6600,603000,4028,0,4,2,0,0,0,0,0,0,0,1,1,2,0,14,2,3,2,1,1,1,1,1,1,1,3,4,2,2,3,2,2,3,2,2,2,1,1,2,5,3,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,6,3,31,2,1,1,1,1
"3969",0,0,0,42005,0,23634,3737,513,0,67,9,2,14,4,8,4,0.285714286,0.142857143,0.428571429,2,17,1,3,7,56,1,1,28,598,550,6.715068493,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,80,11,1,1,2,1,-1,-1,-1,-1,3,1,1,1,80,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,3,1,313196,47100,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,1,1,1,1,1,1,1,3,4,2,2,3,2,2,3,2,2,2,1,1,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,6,3,43,2,1,1,1,1
"3970",0,0,0,113837,0,7907,0,4643,0,12,1,0,12,8,12,0,0,0,0,0,11,0,0,0,0,1,1,19,719,698,11.42191781,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,6,3,35,2,1,1,1,1
"3971",0,0,0,0,168476,8345,0,230,1223,6,7,1,7,3,5,0,0,0.285714286,0.285714286,2,12,3,0,0,0,1,1,24,649,635,3.019178082,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,5,0,13247,156300,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,51,2,1,1,1,1
"3972",1,0,0,159542,205922,31780,0,5490,1571,82,5,2,40,14,40,0,0,0,0,0,18,0,0,0,0,3,6,30,712,731,4.249315068,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,50,2,2,2,2,1,-1,-1,-1,-1,3,1,1,1,50,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,4,4,0,0,0,0,1,0,1,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,2,2,3,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,6,3,77,2,1,1,1,1
"3973",0,0,0,39352,142578,9311,0,1147,1453,4,12,4,11,5,10,0,0,0.090909091,0.090909091,1,16,1,0,0,0,2,3,40,676,642,5.167123288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,10,1,1,1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,8,0,6050,174510,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,2,3,2,3,2,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,6,3,27,2,1,1,1,1
"3974",0,0,0,40056,835853,194482,0,2221,5066,0,4,0,18,10,16,0,0,0.111111111,0.111111111,2,13,1,0,0,3,0,0,37,656,659,9.463013699,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,113,13,1,1,1,0,-1,-1,-1,-1,2,1,1,1,113,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,2,38,40,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,1,3,4,2,2,2,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,2,2,34,1,1,1,1,1
"3975",0,0,0,40865,28867,187227,0,2976,2118,19,2,1,26,15,26,0,0,0,0,0,29,0,0,0,0,1,0,48,722,755,48.19726027,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,393,1,3,3,4,1,-1,4,3300000,0,1,1,1,1,385,263,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,6,3,143,0,0,0,0,0,0,0,1,0,0,11,0,0,-1,-1,-1,-1,-1,-1,-1,4,8,38742,303100,6980,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,3,2,2,1,1,2,5,1,4,3,2,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,2,2,2,4,2,1,1,1,1
"3976",0,0,0,46843,197704,3100,17809,1540,1026,43,20,10,17,5,8,3,0.176470588,0.352941176,0.529411765,6,25,34,14,17,62,4,5,34,558,585,8.109589041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,8,1,130027,2640500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,3,2,34,1,1,1,1,1
"3977",0,1,0,38900,153492,12611,2407,2058,1088,13,6,1,21,12,14,2,0.095238095,0.238095238,0.333333333,5,19,12,4,1,0,1,0,52,511,551,10.00547945,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,368,2,2,2,2,2,-1,-1,-1,-1,2,1,1,1,114,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,38744,0,0,0,1,13,13,0,0,1,0,1,1,0,1,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,6,5,20647,134982,3740,0,2,1,0,0,0,0,0,7,1,0,0,0,0,6,1,1,2,1,1,1,1,1,1,1,3,4,2,2,3,2,2,3,2,2,2,1,1,2,5,1,4,3,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,3,45,2,1,1,1,1
"3978",0,0,0,42601,0,25174,789,2352,0,32,11,5,44,18,35,5,0.113636364,0.090909091,0.204545455,4,9,4,4,6,54,2,2,26,597,612,1.991780822,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,6,3,34,1,1,2,1,1
"3979",0,0,0,9075,0,135,107,549,0,55,17,4,15,8,7,1,0.066666667,0.466666667,0.533333333,7,6,13,6,13,60,5,7,33,568,635,5.17260274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,58,13,1,1,1,0,-1,-1,-1,-1,1,1,1,1,58,58,1,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,12,2,17816,154700,1568,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,2,2,2,1,1,1,1,1,1,1,3,4,2,2,2,2,2,3,3,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,6,3,5,2,1,1,1,1
"3980",0,0,0,65771,0,30766,0,2075,0,21,9,1,17,1,16,0,0,0.058823529,0.058823529,1,17,1,1,4,1,1,0,27,666,623,4.846575342,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,47,1,1,1,1,1,-1,-1,-1,-1,2,1,1,1,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,34,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,3,3,28750,298100,7611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,4,4,4,3,2,2,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,3,2,28,2,1,1,1,1
"3981",0,0,0,0,0,0,0,27,0,100,7,3,2,0,2,0,0,0,0,0,1,0,0,0,0,1,1,35,718,693,0.509589041,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,3,1,3,3,1,-1,-1,-1,-1,1,1,1,1,5,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,10,2,11895,100020,1383,0,2,0,0,0,1,1,0,0,0,0,0,0,0,6,2,2,2,1,1,1,1,1,1,1,3,4,2,2,3,2,2,3,3,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,4,2,2,6,3,41,2,1,1,1,1
"3982",0,0,0,220615,205010,3859,393,321,1788,1,0,0,23,16,17,2,0.086956522,0.173913043,0.260869565,4,19,14,15,12,67,0,0,54,540,625,9.495890411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,1,3,3,4,2,-1,-1,-1,-1,3,1,1,1,113,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,4,36,56,0,0,0,0,0,0,0,0,0,0,9,0,0,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,2,2,34,1,1,1,1,1
"3983",1,0,0,0,0,0,0,25,0,100,10,2,3,2,2,0,0,0.333333333,0.333333333,1,8,0,0,0,1,2,1,32,733,717,4.939726027,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,59,1,2,2,2,2,-1,-1,-1,-1,2,1,1,1,59,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,2,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,2,4,3,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,2,6,3,37,2,1,1,1,1
"3984",0,0,0,12349,0,1402,0,525,0,58,7,1,12,10,11,0,0,0.083333333,0.083333333,1,8,1,1,2,0,0,2,9,694,683,1.150684932,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,345,1,1,3,3,1,-1,3,-1,-1,1,1,1,2,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,0,0,0,0,0,5,12,48,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,4,2,2,3,2,2,3,3,1,2,1,1,2,2,3,3,3,2,2,2,2,3,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,3,3,6,3,25,2,1,1,1,1
"3985",0,0,0,42896,0,20316,1410,2342,0,1,17,3,16,3,15,1,0.0625,0,0.0625,0,5,2,0,0,0,3,2,33,533,522,2.002739726,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,37,2,1,1,1,0,-1,-1,-1,-1,5,1,1,1,36,0,0,2,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,19,19,0,0,0,0,1,1,0,1,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,3,1,2,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,6,3,62,2,1,1,1,1
"3986",0,0,0,30930,0,1407,21969,1357,0,98,6,2,24,12,23,1,0.041666667,0,0.041666667,0,42,1,1,4,12,1,1,50,737,778,15.52328767,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,185,6,1,1,1,0,-1,-1,-1,-1,1,1,1,1,185,185,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,2,4,155509,645810,4830,0,1,0,0,0,0,0,0,0,0,2,1,0,0,6,1,1,2,1,1,1,1,1,1,1,3,4,4,2,3,3,2,3,3,2,2,1,1,2,5,4,4,3,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,6,3,56,2,1,1,1,1
"3987",0,0,1,64269,0,6086,1070,1724,0,22,8,5,20,5,15,1,0.05,0.2,0.25,4,15,5,3,2,10,2,2,30,578,574,5.734246575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,68,2,2,2,2,1,-1,-1,-1,-1,2,1,1,1,68,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3,2,435600,447156,2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,6,3,34,1,2,1,1,1
"3988",0,0,0,247508,138970,12668,0,4426,1108,19,24,6,47,23,46,0,0,0.021276596,0.021276596,1,12,1,0,0,0,6,6,30,599,637,9.769863014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,90,6,1,1,2,1,-1,-1,-1,-1,1,1,1,1,70,70,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,2,8,17,0,0,0,0,1,1,0,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,3,2,7800,152594,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,3,12,2,1,1,1,1
"3989",0,0,0,18178,118307,5286,21017,693,1116,22,7,6,33,22,19,6,0.181818182,0.242424242,0.424242424,8,18,43,10,26,99,6,9,28,641,648,2.22739726,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,75,2,1,1,1,1,-1,-1,-1,-1,1,1,1,1,26,26,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,10,2,15072,127600,1848,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,3,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,3,96,2,1,2,1,1
"3990",0,0,0,40855,0,11891,1727,2654,0,29,13,0,12,5,10,1,0.083333333,0.083333333,0.166666667,1,17,2,2,0,0,0,1,15,681,631,3.789041096,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,125,11,1,1,2,1,-1,-1,-1,-1,3,1,1,1,45,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,6,2,15000,502700,1884,0,1,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,2,1,1,1,1,1,1,1,3,4,4,4,3,2,2,3,2,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,3,2,24,2,1,1,1,1
"3991",0,0,0,140,14976,20913,140,54,1712,63,2,0,9,4,8,1,0.111111111,0,0.111111111,0,36,0,0,0,38,0,0,53,693,761,5.824657534,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,73,1,1,1,2,1,-1,-1,-1,-1,1,1,1,1,73,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,5,2,20995,334200,3655,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,2,1,1,1,1,1,1,1,3,4,2,2,3,2,2,3,3,2,2,1,1,2,5,4,4,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,6,3,31,2,1,1,1,1
"3992",0,0,0,35395,0,3664,0,1007,0,61,5,1,17,11,14,0,0,0.176470588,0.176470588,3,18,4,0,0,0,1,1,58,673,652,27.2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,195,1,3,3,3,2,-1,-1,-1,-1,2,1,1,1,37,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,5,1,135036,107820,4353,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,2,2,2,1,1,2,5,4,4,4,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,4,4,4,2,2,2,2,12,2,1,1,1,1
"3993",0,0,1,79102,0,7606,28,3268,0,62,6,2,24,9,18,1,0.041666667,0.208333333,0.25,5,23,5,3,4,18,1,1,35,645,628,2.687671233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,1,1,2,2,1,-1,-1,-1,-1,1,1,1,1,31,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,1,7,7,0,0,0,0,1,0,1,1,0,0,3,0,7,-1,-1,-1,-1,-1,-1,-1,4,4,224766000,248100,2808,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,3,4,4,2,3,2,2,3,3,2,2,1,1,2,5,4,4,3,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,6,3,5,2,1,1,1,1
"3994",1,0,0,11591,0,6132,188,718,0,34,11,3,15,5,11,1,0.066666667,0.2,0.266666667,3,15,3,0,0,21,2,13,40,648,638,1.178082192,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,12,12,1,1,1,1,-1,-1,-1,-1,1,1,1,1,13,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,4,2,2,3,2,2,3,3,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,3,34,1,1,1,1,1
